,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2021-08-10 00:00:00+02:00,4083.25,11274.0,2507.5,1818.75,301.5,20.0,-1101.25,2002.75,195.0,7900.5,269.0,131.0,0.0,892.75,2184.0,8445.25
2021-08-10 01:00:00+02:00,4081.5,11276.75,2546.75,1524.5,300.75,20.0,-2050.5,2001.5,202.0,7910.25,269.0,131.0,0.0,898.75,2043.0,8473.5
2021-08-10 02:00:00+02:00,4073.75,11087.25,2562.25,1693.75,302.0,20.0,-2342.0,2004.5,212.0,7919.0,269.0,131.0,0.0,898.75,2034.5,8195.0
2021-08-10 03:00:00+02:00,4064.75,11074.5,2537.5,1575.0,301.75,20.0,-2341.25,2005.0,205.25,7932.0,270.5,131.75,0.0,896.0,1883.0,7862.25
2021-08-10 04:00:00+02:00,4046.0,11273.5,2513.75,1966.75,301.0,20.0,-2391.75,2001.25,227.5,7928.0,302.25,145.75,0.0,898.25,1522.5,7543.25
2021-08-10 05:00:00+02:00,4039.25,11301.5,2578.5,2257.5,299.25,20.0,-1663.25,1998.5,303.25,7930.75,303.0,146.0,10.5,899.0,1313.75,7150.5
2021-08-10 06:00:00+02:00,4037.0,11422.5,2823.75,2722.25,296.75,20.0,267.5,1995.75,217.25,7927.25,298.0,146.0,647.5,896.0,990.75,7346.5
2021-08-10 07:00:00+02:00,4047.5,11340.5,3183.0,3088.0,295.5,20.0,2450.75,1996.75,335.25,7939.5,298.0,146.0,3418.0,894.25,736.75,7139.75
2021-08-10 08:00:00+02:00,4070.5,11432.25,3224.5,3244.25,295.25,20.0,3152.5,2007.0,360.0,7935.25,297.75,146.0,7653.0,893.0,786.75,5880.25
2021-08-10 09:00:00+02:00,4075.5,11444.25,3227.25,3259.0,295.25,20.0,1931.75,2007.75,368.25,7919.75,299.5,146.0,12759.75,891.0,1178.0,5008.0
2021-08-10 10:00:00+02:00,4079.0,11420.5,3204.25,3222.25,295.0,20.0,1447.75,2012.5,423.5,7909.75,302.0,146.0,17492.25,894.75,1179.5,4898.75
2021-08-10 11:00:00+02:00,4099.25,11369.75,3233.75,3363.75,295.0,20.0,132.75,2022.25,322.75,7895.5,301.25,145.75,21567.25,872.5,1499.75,5678.75
2021-08-10 12:00:00+02:00,4100.0,11512.25,2946.5,3218.5,295.0,20.0,-890.5,2024.5,233.0,7880.5,301.0,145.0,24812.5,872.0,1519.75,6498.5
2021-08-10 13:00:00+02:00,4100.5,11472.0,2860.25,2853.0,295.0,20.0,-1435.0,2024.0,233.0,7870.5,301.0,145.0,25674.5,860.25,1316.0,7131.25
2021-08-10 14:00:00+02:00,4098.25,11485.75,2797.25,2485.5,295.0,20.0,-1063.5,2020.5,202.0,7868.0,273.0,132.75,25278.5,849.0,1138.5,7821.25
2021-08-10 15:00:00+02:00,4089.0,11457.5,2748.0,2759.75,295.0,20.0,-868.75,2020.25,242.75,7864.5,269.0,131.0,22607.25,856.5,1085.0,7758.75
2021-08-10 16:00:00+02:00,4085.75,11473.25,3004.25,3296.75,295.0,20.0,61.5,2019.25,331.0,7861.0,269.0,131.0,18698.25,860.0,1268.5,7479.0
2021-08-10 17:00:00+02:00,4078.0,11576.0,3552.25,4026.5,295.0,20.0,307.0,2019.0,307.0,7858.25,269.0,131.0,12961.25,850.75,1309.75,6740.75
2021-08-10 18:00:00+02:00,4082.75,11688.25,4281.0,4790.75,295.0,20.0,1116.0,2018.75,287.0,7864.5,269.0,131.0,7323.0,839.75,1097.75,6062.0
2021-08-10 19:00:00+02:00,4082.0,11798.75,4516.5,5461.25,295.0,20.0,2880.75,2016.25,305.25,7871.25,269.0,131.0,2745.75,833.75,898.0,4590.0
2021-08-10 20:00:00+02:00,4087.75,11794.5,4557.5,5415.25,295.0,20.0,3912.25,2019.0,288.0,7881.5,269.0,131.0,365.0,823.75,738.5,3835.25
2021-08-10 21:00:00+02:00,4087.5,11810.5,4484.75,5188.0,295.0,20.0,3592.0,2020.25,310.5,7878.75,269.0,131.0,1.0,849.25,558.0,3447.5
2021-08-10 22:00:00+02:00,4079.0,11784.0,4421.5,5261.5,295.0,20.0,2388.5,2019.5,324.25,7880.75,269.0,131.0,0.0,855.75,495.75,3423.25
2021-08-10 23:00:00+02:00,4074.75,11769.5,3966.75,4925.0,295.75,20.0,1141.5,2023.25,287.75,7892.25,269.0,131.0,0.0,860.0,570.75,3219.5
