,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2021-08-24 00:00:00+02:00,4120.0,11028.25,2221.5,5325.75,305.5,20.0,233.0,2057.0,118.75,7886.25,281.0,117.0,0.0,634.0,1280.0,11472.5
2021-08-24 01:00:00+02:00,4113.0,10841.5,2248.0,4569.5,307.75,20.0,114.0,2056.5,77.5,7895.25,281.0,117.0,0.0,633.5,1148.75,11064.25
2021-08-24 02:00:00+02:00,4105.5,10864.25,2250.0,4503.0,308.0,20.0,150.0,2056.25,152.0,7901.5,281.0,117.0,0.0,631.5,1023.5,10241.5
2021-08-24 03:00:00+02:00,4098.25,10912.5,2217.0,4697.5,308.5,20.0,139.5,2057.0,168.5,7904.25,281.0,117.0,0.0,603.25,837.75,9761.25
2021-08-24 04:00:00+02:00,4083.25,10932.0,2193.75,5173.0,308.0,20.0,135.75,2061.75,172.25,7908.75,281.0,117.0,0.0,599.5,707.25,9592.75
2021-08-24 05:00:00+02:00,4073.0,10964.75,2679.5,6078.5,308.0,20.0,165.25,2051.0,154.75,7918.5,281.0,117.0,1.0,602.0,631.75,9352.25
2021-08-24 06:00:00+02:00,4082.0,11127.0,3311.25,7655.75,308.25,20.0,325.0,2050.0,210.25,7926.0,281.0,117.0,236.5,605.75,527.5,9167.5
2021-08-24 07:00:00+02:00,4100.25,11226.25,4081.25,8649.0,308.0,20.0,2681.75,2048.5,326.0,7935.75,281.0,117.0,2599.25,601.75,423.5,7620.5
2021-08-24 08:00:00+02:00,4125.0,11148.0,4174.5,8752.5,325.5,20.0,4476.0,2046.5,464.25,7934.75,281.75,117.75,7506.75,599.5,320.75,5408.5
2021-08-24 09:00:00+02:00,4141.25,10985.0,4154.5,8764.75,308.0,20.0,3186.5,2049.75,270.5,7936.0,281.25,117.25,12900.0,455.0,284.5,4566.25
2021-08-24 10:00:00+02:00,4156.75,10933.5,3893.75,8777.0,308.0,20.0,910.25,2045.0,101.0,7935.5,281.0,117.0,17512.5,485.0,222.5,5498.0
2021-08-24 11:00:00+02:00,4166.0,10971.25,3521.25,8333.25,308.0,20.0,206.5,2049.75,107.5,7918.25,281.0,117.0,20664.0,483.75,157.5,6520.5
2021-08-24 12:00:00+02:00,4141.25,11071.25,3362.5,7521.0,306.5,20.0,158.5,2051.0,177.5,7910.75,282.25,118.0,22062.75,486.0,100.75,6947.25
2021-08-24 13:00:00+02:00,4139.0,11085.0,3262.0,7026.0,302.0,20.0,234.0,2047.0,228.75,7695.25,282.0,118.0,22052.25,483.0,116.0,6990.0
2021-08-24 14:00:00+02:00,,,,,,,,,249.5,7553.25,,,21197.5,,83.25,6884.75
2021-08-24 15:00:00+02:00,4105.0,11004.0,3293.0,7068.0,302.0,20.0,45.0,2046.0,173.33333333333334,7586.333333333333,281.0,117.0,19639.333333333332,630.0,85.66666666666667,6542.666666666667
