,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2021-10-28 01:00:00+02:00,4353.75,12775.5,3212.75,8783.0,390.0,22.0,-4413.25,1080.5,17.0,7751.0,267.0,156.0,0.0,891.0,5796.25,10558.25
2021-10-28 02:00:00+02:00,4342.75,12959.75,3168.25,8867.75,388.75,22.0,-4474.25,1078.25,16.75,7753.75,267.0,156.0,0.0,885.5,5748.75,9993.25
2021-10-28 03:00:00+02:00,4338.5,13211.75,3192.5,8435.0,392.5,22.0,-4257.25,1062.5,46.0,7759.5,267.5,157.0,0.0,886.5,5587.25,9409.0
2021-10-28 04:00:00+02:00,4329.5,13211.25,3215.75,8595.5,396.0,22.0,-3986.0,1052.25,120.25,7844.0,263.0,157.0,0.0,887.25,5260.0,9369.0
2021-10-28 05:00:00+02:00,4313.5,13164.75,3864.25,9428.25,398.0,22.0,-2813.75,1043.0,32.0,7979.0,305.25,157.0,0.0,879.75,5254.75,9366.25
2021-10-28 06:00:00+02:00,4326.75,13758.75,4821.75,9757.25,396.5,22.0,-240.25,1042.5,177.25,7988.75,331.5,169.0,0.0,886.75,5044.5,10057.5
2021-10-28 07:00:00+02:00,4330.25,14224.25,5297.25,9678.5,393.0,22.0,3436.5,1042.75,278.5,7998.25,319.5,161.75,6.25,886.25,4894.5,10365.25
2021-10-28 08:00:00+02:00,4322.5,14022.25,5387.25,9671.0,392.75,22.0,3733.5,1038.75,338.0,8002.0,313.0,157.0,993.5,886.5,5061.75,10628.5
2021-10-28 09:00:00+02:00,4352.0,13937.0,5353.0,9630.25,388.5,22.0,3635.0,1034.0,219.25,8007.25,313.0,156.75,5003.5,883.25,4920.0,9833.5
2021-10-28 10:00:00+02:00,4342.5,13937.75,4884.0,9386.5,293.0,22.0,1976.5,1028.25,172.5,8010.0,313.0,156.75,10677.75,880.0,4764.75,7296.0
2021-10-28 11:00:00+02:00,4335.5,14056.25,4460.0,9067.75,293.75,22.0,586.5,1028.0,33.75,7994.25,312.0,156.75,15157.5,886.5,4716.0,5408.25
2021-10-28 12:00:00+02:00,4343.25,13867.0,4158.0,8662.5,382.0,22.0,-529.0,1031.25,64.75,7978.25,304.5,156.0,18331.5,892.0,4287.0,5071.25
2021-10-28 13:00:00+02:00,4329.5,13929.25,3972.5,8326.0,443.75,22.0,-1893.25,1035.0,176.5,7970.5,301.0,156.0,19174.75,873.0,4017.75,5416.5
2021-10-28 14:00:00+02:00,4334.25,13861.25,3924.0,8458.75,449.25,22.0,-1992.5,1026.5,62.75,7965.0,300.25,155.75,17666.25,843.0,3807.0,5570.0
2021-10-28 15:00:00+02:00,4348.5,13919.75,4092.5,8865.25,448.25,22.0,-1203.25,1026.75,107.25,7961.5,300.0,155.5,13562.0,872.5,3764.5,5662.5
2021-10-28 16:00:00+02:00,4356.0,13954.0,4370.0,9255.5,419.0,22.0,650.5,1021.25,115.5,7958.5,299.5,155.0,7216.0,895.75,4002.75,6321.0
2021-10-28 17:00:00+02:00,4361.25,13899.25,4869.75,9434.5,293.0,22.0,3093.75,1006.5,23.25,7954.5,302.5,155.75,1396.75,890.0,4442.75,8910.0
2021-10-28 18:00:00+02:00,4385.75,13804.75,5032.75,9246.5,293.0,22.0,4266.25,999.25,64.75,7946.0,305.5,156.0,5.25,894.25,5242.0,14011.5
2021-10-28 19:00:00+02:00,4400.5,13719.75,4742.0,8711.0,386.25,22.0,2705.5,988.25,43.5,7854.5,298.5,152.25,0.0,896.75,5443.25,17613.25
2021-10-28 20:00:00+02:00,4403.0,13480.0,4502.5,7979.5,392.75,22.0,666.25,984.0,101.0,7814.0,273.75,140.5,0.0,922.75,5235.75,19169.75
2021-10-28 21:00:00+02:00,4392.0,12833.0,4052.5,7183.75,393.0,22.0,-1456.25,992.0,86.0,7791.0,232.0,140.0,0.0,901.75,5287.25,19256.25
2021-10-28 22:00:00+02:00,4372.0,12309.0,3523.25,6913.25,393.0,22.0,-2186.5,991.0,80.5,7773.25,232.0,140.0,0.0,900.75,5265.0,18443.0
2021-10-28 23:00:00+02:00,4347.5,11504.5,3149.0,6111.5,393.0,22.0,-3318.25,995.0,111.0,7659.5,229.75,139.75,0.0,899.5,5243.75,17596.25
2021-10-29 00:00:00+02:00,4322.5,11873.25,3094.5,5442.25,393.0,22.0,-4143.5,995.75,121.75,7624.75,221.25,136.0,0.0,826.75,5248.0,16772.75
