,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2021-08-24 00:00:00+02:00,4091.125,10065.25,2415.75,2972.3125,299.25,20.0,-462.3125,1999.625,157.8125,7786.125,270.25,120.5,0.0,843.1875,950.75,10288.0
2021-08-24 01:00:00+02:00,4085.6875,9934.125,2354.8125,2742.0,299.375,20.0,-1161.8125,1997.9375,158.5,7773.375,270.625,120.5,0.0,843.75,845.0,9715.75
2021-08-24 02:00:00+02:00,4076.25,9874.0625,2357.9375,2713.0,299.9375,20.0,-1619.125,1983.0625,160.375,7722.375,271.0625,120.5625,0.0,835.125,733.25,9240.25
2021-08-24 03:00:00+02:00,4064.625,9865.5,2347.4375,2755.125,299.8125,20.0,-1813.375,1982.25,154.0,7691.0625,271.6875,120.9375,0.0,830.8125,642.25,8931.0
2021-08-24 04:00:00+02:00,4048.8125,9956.25,2423.1875,3066.1875,299.75,20.0,-1711.3125,1987.8125,176.75,7707.375,279.4375,124.3125,0.0,833.4375,567.75,8719.75
2021-08-24 05:00:00+02:00,4040.875,10003.5,2603.3125,3577.875,299.0625,20.0,-902.25,1992.0625,201.8125,7788.8125,279.5,124.25,0.0,822.125,486.5,8541.75
2021-08-24 06:00:00+02:00,4043.25,10351.1875,2939.6875,4323.9375,298.625,20.0,525.8125,1981.6875,211.1875,7819.0,278.25,124.25,315.0,822.8125,395.0,8305.0
2021-08-24 07:00:00+02:00,4059.25,10662.75,3558.4375,4856.375,298.8125,20.0,2283.8125,1973.5625,266.5,7870.25,278.25,124.25,2763.0,822.25,341.25,7522.0
2021-08-24 08:00:00+02:00,4081.625,10650.625,3788.8125,5036.875,302.9375,20.0,3074.625,1981.5625,336.375,7852.875,278.375,124.4375,8004.75,821.1875,317.75,5942.75
2021-08-24 09:00:00+02:00,4096.0,10623.1875,3674.0625,5022.375,299.125,20.0,2011.9375,1987.6875,306.375,7608.0,278.6875,124.3125,13852.0,793.4375,282.0,5477.0
2021-08-24 10:00:00+02:00,4103.0625,10572.8125,3501.0625,5021.625,297.0625,20.0,934.1875,1993.6875,263.75,7501.6875,279.25,124.25,18589.0,800.25,238.25,5798.5
2021-08-24 11:00:00+02:00,4114.625,10435.9375,3474.875,4939.8125,297.0,20.0,38.6875,2007.0,232.9375,7490.6875,280.3125,124.1875,21617.0,789.0,193.25,6010.0
2021-08-24 12:00:00+02:00,4112.375,10342.375,3370.25,4658.75,296.625,20.0,-666.8125,2013.0,188.3125,7515.0625,280.5625,124.25,23121.5,791.4375,155.25,6238.0
2021-08-24 13:00:00+02:00,4114.3125,10312.0,3170.5,4342.0625,295.5625,20.0,-972.75,2013.0625,189.75,7437.3125,280.5,124.25,23224.0,787.625,136.0,6566.0
2021-08-24 14:00:00+02:00,4102.583333333333,10053.666666666666,3066.5,3278.5,293.5,20.0,-1207.9166666666667,2004.5833333333333,217.8125,7376.6875,270.6666666666667,122.25,21953.75,893.0833333333334,135.0,6924.5
2021-08-24 15:00:00+02:00,4098.9375,10465.3125,3114.4375,4241.5625,296.0,20.0,-701.0,2012.4375,202.58333333333334,7407.520833333333,272.25,120.5,19330.25,775.8125,150.75,7044.0
2021-08-24 16:00:00+02:00,4090.8333333333335,10813.916666666666,3347.25,3675.3333333333335,294.8333333333333,20.0,203.83333333333334,2021.25,342.4166666666667,7355.833333333333,269.3333333333333,121.66666666666667,15571.75,902.1666666666666,182.0,7151.75
2021-08-24 17:00:00+02:00,4087.6666666666665,11338.0,3711.5833333333335,4289.583333333333,295.1666666666667,20.0,401.6666666666667,2025.3333333333333,293.5833333333333,7537.0,269.3333333333333,121.66666666666667,10788.75,893.25,208.0,7131.75
2021-08-24 18:00:00+02:00,4094.0833333333335,11457.583333333334,3888.25,4723.666666666667,293.4166666666667,20.0,1129.0,2024.6666666666667,330.3333333333333,7736.75,269.3333333333333,121.75,5503.25,899.9166666666666,229.75,6770.5
2021-08-24 19:00:00+02:00,4095.8333333333335,11415.75,4042.8333333333335,4900.083333333333,291.6666666666667,20.0,2318.0,2022.8333333333333,320.25,7840.333333333333,269.6666666666667,122.0,1536.0,898.0,246.75,6387.0
2021-08-24 20:00:00+02:00,4100.5,11414.166666666666,4055.8333333333335,4826.416666666667,291.75,20.0,2879.0833333333335,2030.4166666666667,324.8333333333333,7885.583333333333,269.6666666666667,122.0,101.75,895.6666666666666,262.0,6585.75
2021-08-24 21:00:00+02:00,4100.583333333333,11427.833333333334,3997.75,4660.333333333333,291.6666666666667,20.0,2351.0,2035.3333333333333,283.1666666666667,7885.083333333333,269.6666666666667,122.0,0.0,900.5,282.25,6995.5
2021-08-24 22:00:00+02:00,4096.0,11399.5,3779.6666666666665,4550.833333333333,291.8333333333333,20.0,1547.4166666666667,2041.4166666666667,264.9166666666667,7896.416666666667,269.8333333333333,122.0,0.0,898.75,307.5,6865.25
2021-08-24 23:00:00+02:00,4093.5,11167.083333333334,3127.5833333333335,4154.5,292.0833333333333,20.0,473.9166666666667,2048.0,218.08333333333334,7903.5,270.75,122.41666666666667,0.0,906.6666666666666,340.75,6176.0
